zip_code,zone,Latitude,Longitude,month,p50,temp_mean,dtr,ref_humid,sunshine,wind_run,eto
90067,Century City Los Angeles County,34.0571327,-118.4148498,Oct,3.27,19.6,9.2,70,72,3.1,3.18
90067,Century City Los Angeles County,34.0571327,-118.4148498,Nov,28.12,16.6,10.1,67,68,3,2.47
90067,Century City Los Angeles County,34.0571327,-118.4148498,Dec,30.28,14,10.3,65,69,2.8,2.07
90067,Los Angeles Los Angeles County,34.0571327,-118.4148498,Jan,48.46,13.9,10.2,65,70,2.9,2.21
90067,Los Angeles Los Angeles County,34.0571327,-118.4148498,Feb,39.92,14.4,9.7,68,71,3.3,2.64
90067,Los Angeles Los Angeles County,34.0571327,-118.4148498,Mar,35.2,14.7,8.8,70,71,3.7,3.17
90067,Los Angeles Los Angeles County,34.0571327,-118.4148498,Apr,11.59,15.9,8.7,69,77,3.9,3.98
90067,Los Angeles Los Angeles County,34.0571327,-118.4148498,May,0.6,17.3,7.7,72,65,3.9,4.12
90067,Los Angeles Los Angeles County,34.0571327,-118.4148498,Jun,0.06,19.1,7.7,74,65,3.7,4.38
90067,Los Angeles Los Angeles County,34.0571327,-118.4148498,Jul,0.01,21,8.2,74,80,3.6,4.91
90067,Los Angeles Los Angeles County,34.0571327,-118.4148498,Aug,0.05,21.8,8,74,81,3.5,4.69
90067,Los Angeles Los Angeles County,34.0571327,-118.4148498,Sep,1.28,21.4,8.3,72,74,3.3,4.03
90067,Los Angeles Los Angeles County,34.0571327,-118.4148498,Oct,3.27,19.6,9.2,70,72,3.1,3.18
90067,Los Angeles Los Angeles County,34.0571327,-118.4148498,Nov,28.12,16.6,10.1,67,68,3,2.47
90067,Los Angeles Los Angeles County,34.0571327,-118.4148498,Dec,30.28,14,10.3,65,69,2.8,2.07
90068,Hollywood Los Angeles County,34.0928092,-118.3286614,Jan,58.7,13.4,11.1,65,68,2.9,2.17
90068,Hollywood Los Angeles County,34.0928092,-118.3286614,Feb,43.22,14.2,10.9,67,71,3.3,2.68
90068,Hollywood Los Angeles County,34.0928092,-118.3286614,Mar,36.99,14.5,10.3,68,71,3.7,3.27
90068,Hollywood Los Angeles County,34.0928092,-118.3286614,Apr,18.86,16,10.5,66,77,3.9,4.19
90068,Hollywood Los Angeles County,34.0928092,-118.3286614,May,0.93,17.6,9.8,68,66,3.8,4.43
90068,Hollywood Los Angeles County,34.0928092,-118.3286614,Jun,0.1,19.9,10.1,70,67,3.7,4.81
90068,Hollywood Los Angeles County,34.0928092,-118.3286614,Jul,0.01,22.3,11.1,70,81,3.6,5.43
90068,Hollywood Los Angeles County,34.0928092,-118.3286614,Aug,0.11,22.8,10.9,71,82,3.5,5.1
90068,Hollywood Los Angeles County,34.0928092,-118.3286614,Sep,1.09,22,10.8,69,75,3.3,4.32
90068,Hollywood Los Angeles County,34.0928092,-118.3286614,Oct,2.71,19.6,11.2,68,73,3,3.29
90068,Hollywood Los Angeles County,34.0928092,-118.3286614,Nov,30.39,16,11.3,66,68,2.9,2.44
90068,Hollywood Los Angeles County,34.0928092,-118.3286614,Dec,32.97,13.3,11.2,65,68,2.8,2.02
90068,Los Angeles Los Angeles County,34.1235157,-118.3286614,Jan,58.7,13.4,11.1,65,68,2.9,2.17
90068,Los Angeles Los Angeles County,34.1235157,-118.3286614,Feb,43.22,14.2,10.9,67,71,3.3,2.68
90068,Los Angeles Los Angeles County,34.1235157,-118.3286614,Mar,36.99,14.5,10.3,68,71,3.7,3.27
90068,Los Angeles Los Angeles County,34.1235157,-118.3286614,Apr,18.86,16,10.5,66,77,3.9,4.19
90068,Los Angeles Los Angeles County,34.1235157,-118.3286614,May,0.93,17.6,9.8,68,66,3.8,4.43
90068,Los Angeles Los Angeles County,34.1235157,-118.3286614,Jun,0.1,19.9,10.1,70,67,3.7,4.81
90068,Los Angeles Los Angeles County,34.1235157,-118.3286614,Jul,0.01,22.3,11.1,70,81,3.6,5.43
90068,Los Angeles Los Angeles County,34.1235157,-118.3286614,Aug,0.11,22.8,10.9,71,82,3.5,5.1
90068,Los Angeles Los Angeles County,34.1235157,-118.3286614,Sep,1.09,22,10.8,69,75,3.3,4.32
90068,Los Angeles Los Angeles County,34.1235157,-118.3286614,Oct,2.71,19.6,11.2,68,73,3,3.29
90068,Los Angeles Los Angeles County,34.1235157,-118.3286614,Nov,30.39,16,11.3,66,68,2.9,2.44
90068,Los Angeles Los Angeles County,34.1235157,-118.3286614,Dec,32.97,13.3,11.2,65,68,2.8,2.02
90069,Los Angeles Los Angeles County,34.0931603,-118.3783347,Jan,58.7,13.4,11.1,65,68,2.9,2.17
90069,Los Angeles Los Angeles County,34.0931603,-118.3783347,Feb,43.22,14.2,10.9,67,71,3.3,2.68
90069,Los Angeles Los Angeles County,34.0931603,-118.3783347,Mar,36.99,14.5,10.3,68,71,3.7,3.27
90069,Los Angeles Los Angeles County,34.0931603,-118.3783347,Apr,18.86,16,10.5,66,77,3.9,4.19
90069,Los Angeles Los Angeles County,34.0931603,-118.3783347,May,0.93,17.6,9.8,68,66,3.8,4.43
90069,Los Angeles Los Angeles County,34.0931603,-118.3783347,Jun,0.1,19.9,10.1,70,67,3.7,4.81
90069,Los Angeles Los Angeles County,34.0931603,-118.3783347,Jul,0.01,22.3,11.1,70,81,3.6,5.43
90069,Los Angeles Los Angeles County,34.0931603,-118.3783347,Aug,0.11,22.8,10.9,71,82,3.5,5.1
90069,Los Angeles Los Angeles County,34.0931603,-118.3783347,Sep,1.09,22,10.8,69,75,3.3,4.32
90069,Los Angeles Los Angeles County,34.0931603,-118.3783347,Oct,2.71,19.6,11.2,68,73,3,3.29
90069,Los Angeles Los Angeles County,34.0931603,-118.3783347,Nov,30.39,16,11.3,66,68,2.9,2.44
90069,Los Angeles Los Angeles County,34.0931603,-118.3783347,Dec,32.97,13.3,11.2,65,68,2.8,2.02
90069,West Hollywood Los Angeles County,34.0931603,-118.3783347,Jan,58.7,13.4,11.1,65,68,2.9,2.17
90069,West Hollywood Los Angeles County,34.0931603,-118.3783347,Feb,43.22,14.2,10.9,67,71,3.3,2.68
90069,West Hollywood Los Angeles County,34.0931603,-118.3783347,Mar,36.99,14.5,10.3,68,71,3.7,3.27
90069,West Hollywood Los Angeles County,34.0931603,-118.3783347,Apr,18.86,16,10.5,66,77,3.9,4.19
90069,West Hollywood Los Angeles County,34.0931603,-118.3783347,May,0.93,17.6,9.8,68,66,3.8,4.43
90069,West Hollywood Los Angeles County,34.0931603,-118.3783347,Jun,0.1,19.9,10.1,70,67,3.7,4.81
90069,West Hollywood Los Angeles County,34.0931603,-118.3783347,Jul,0.01,22.3,11.1,70,81,3.6,5.43
90069,West Hollywood Los Angeles County,34.0931603,-118.3783347,Aug,0.11,22.8,10.9,71,82,3.5,5.1
90069,West Hollywood Los Angeles County,34.0931603,-118.3783347,Sep,1.09,22,10.8,69,75,3.3,4.32
90069,West Hollywood Los Angeles County,34.0931603,-118.3783347,Oct,2.71,19.6,11.2,68,73,3,3.29
90069,West Hollywood Los Angeles County,34.0931603,-118.3783347,Nov,30.39,16,11.3,66,68,2.9,2.44
90069,West Hollywood Los Angeles County,34.0931603,-118.3783347,Dec,32.97,13.3,11.2,65,68,2.8,2.02
90070,Los Angeles Los Angeles County,34.0598902,-118.3101649,Jan,48.46,13.9,10.2,65,70,2.9,2.21
90070,Los Angeles Los Angeles County,34.0598902,-118.3101649,Feb,39.92,14.4,9.7,68,71,3.3,2.64
90070,Los Angeles Los Angeles County,34.0598902,-118.3101649,Mar,35.2,14.7,8.8,70,71,3.7,3.17
90070,Los Angeles Los Angeles County,34.0598902,-118.3101649,Apr,11.59,15.9,8.7,69,77,3.9,3.98
90070,Los Angeles Los Angeles County,34.0598902,-118.3101649,May,0.6,17.3,7.7,72,65,3.9,4.12
90070,Los Angeles Los Angeles County,34.0598902,-118.3101649,Jun,0.06,19.1,7.7,74,65,3.7,4.38
90070,Los Angeles Los Angeles County,34.0598902,-118.3101649,Jul,0.01,21,8.2,74,80,3.6,4.91
90070,Los Angeles Los Angeles County,34.0598902,-118.3101649,Aug,0.05,21.8,8,74,81,3.5,4.69
90070,Los Angeles Los Angeles County,34.0598902,-118.3101649,Sep,1.28,21.4,8.3,72,74,3.3,4.03
90070,Los Angeles Los Angeles County,34.0598902,-118.3101649,Oct,3.27,19.6,9.2,70,72,3.1,3.18
90070,Los Angeles Los Angeles County,34.0598902,-118.3101649,Nov,28.12,16.6,10.1,67,68,3,2.47
90070,Los Angeles Los Angeles County,34.0598902,-118.3101649,Dec,30.28,14,10.3,65,69,2.8,2.07
90071,Los Angeles Los Angeles County,34.052996,-118.2548551,Jan,49.55,14,11,64,70,2.9,2.27
90071,Los Angeles Los Angeles County,34.052996,-118.2548551,Feb,41.08,14.8,10.6,67,71,3.3,2.74
90071,Los Angeles Los Angeles County,34.052996,-118.2548551,Mar,37.38,15.2,9.7,69,71,3.7,3.29
90071,Los Angeles Los Angeles County,34.052996,-118.2548551,Apr,13.68,16.7,9.9,67,77,3.9,4.22
90071,Los Angeles Los Angeles County,34.052996,-118.2548551,May,0.8,18.1,8.7,70,65,3.8,4.35
90071,Los Angeles Los Angeles County,34.052996,-118.2548551,Jun,0.07,20.1,8.8,71,65,3.7,4.71
90071,Los Angeles Los Angeles County,34.052996,-118.2548551,Jul,0.01,22.4,9.8,71,81,3.6,5.35
90071,Los Angeles Los Angeles County,34.052996,-118.2548551,Aug,0.06,23.1,9.6,72,82,3.5,5.05
90071,Los Angeles Los Angeles County,34.052996,-118.2548551,Sep,1.41,22.4,9.7,70,75,3.3,4.3
90071,Los Angeles Los Angeles County,34.052996,-118.2548551,Oct,2.79,20.3,10.4,69,72,3.1,3.33
90071,Los Angeles Los Angeles County,34.052996,-118.2548551,Nov,28.31,16.8,10.9,66,69,3,2.55
90071,Los Angeles Los Angeles County,34.052996,-118.2548551,Dec,29.81,14.1,11.1,65,70,2.8,2.09
90072,Los Angeles Los Angeles County,34.0965275,-118.3092914,Jan,58.7,13.4,11.1,65,68,2.9,2.17
90072,Los Angeles Los Angeles County,34.0965275,-118.3092914,Feb,43.22,14.2,10.9,67,71,3.3,2.68
90072,Los Angeles Los Angeles County,34.0965275,-118.3092914,Mar,36.99,14.5,10.3,68,71,3.7,3.27
90072,Los Angeles Los Angeles County,34.0965275,-118.3092914,Apr,18.86,16,10.5,66,77,3.9,4.19
90072,Los Angeles Los Angeles County,34.0965275,-118.3092914,May,0.93,17.6,9.8,68,66,3.8,4.43
90072,Los Angeles Los Angeles County,34.0965275,-118.3092914,Jun,0.1,19.9,10.1,70,67,3.7,4.81
90072,Los Angeles Los Angeles County,34.0965275,-118.3092914,Jul,0.01,22.3,11.1,70,81,3.6,5.43
90072,Los Angeles Los Angeles County,34.0965275,-118.3092914,Aug,0.11,22.8,10.9,71,82,3.5,5.1
90072,Los Angeles Los Angeles County,34.0965275,-118.3092914,Sep,1.09,22,10.8,69,75,3.3,4.32
90072,Los Angeles Los Angeles County,34.0965275,-118.3092914,Oct,2.71,19.6,11.2,68,73,3,3.29
90072,Los Angeles Los Angeles County,34.0965275,-118.3092914,Nov,30.39,16,11.3,66,68,2.9,2.44
90072,Los Angeles Los Angeles County,34.0965275,-118.3092914,Dec,32.97,13.3,11.2,65,68,2.8,2.02
90073,Veterans Administration Los Angeles County,34.05263,-118.452734,Jan,58.7,13.4,11.1,65,68,2.9,2.17
90073,Veterans Administration Los Angeles County,34.05263,-118.452734,Feb,43.22,14.2,10.9,67,71,3.3,2.68
90073,Veterans Administration Los Angeles County,34.05263,-118.452734,Mar,36.99,14.5,10.3,68,71,3.7,3.27
90073,Veterans Administration Los Angeles County,34.05263,-118.452734,Apr,18.86,16,10.5,66,77,3.9,4.19
90073,Veterans Administration Los Angeles County,34.05263,-118.452734,May,0.93,17.6,9.8,68,66,3.8,4.43
90073,Veterans Administration Los Angeles County,34.05263,-118.452734,Jun,0.1,19.9,10.1,70,67,3.7,4.81
90073,Veterans Administration Los Angeles County,34.05263,-118.452734,Jul,0.01,22.3,11.1,70,81,3.6,5.43
90073,Veterans Administration Los Angeles County,34.05263,-118.452734,Aug,0.11,22.8,10.9,71,82,3.5,5.1
90073,Veterans Administration Los Angeles County,34.05263,-118.452734,Sep,1.09,22,10.8,69,75,3.3,4.32
90073,Veterans Administration Los Angeles County,34.05263,-118.452734,Oct,2.71,19.6,11.2,68,73,3,3.29
90073,Veterans Administration Los Angeles County,34.05263,-118.452734,Nov,30.39,16,11.3,66,68,2.9,2.44
90073,Veterans Administration Los Angeles County,34.05263,-118.452734,Dec,32.97,13.3,11.2,65,68,2.8,2.02
90073,Los Angeles Los Angeles County,34.0522561,-118.452087,Jan,48.46,13.9,10.2,65,70,2.9,2.21
90073,Los Angeles Los Angeles County,34.0522561,-118.452087,Feb,39.92,14.4,9.7,68,71,3.3,2.64
90073,Los Angeles Los Angeles County,34.0522561,-118.452087,Mar,35.2,14.7,8.8,70,71,3.7,3.17
90073,Los Angeles Los Angeles County,34.0522561,-118.452087,Apr,11.59,15.9,8.7,69,77,3.9,3.98
90073,Los Angeles Los Angeles County,34.0522561,-118.452087,May,0.6,17.3,7.7,72,65,3.9,4.12
90073,Los Angeles Los Angeles County,34.0522561,-118.452087,Jun,0.06,19.1,7.7,74,65,3.7,4.38
90073,Los Angeles Los Angeles County,34.0522561,-118.452087,Jul,0.01,21,8.2,74,80,3.6,4.91
90073,Los Angeles Los Angeles County,34.0522561,-118.452087,Aug,0.05,21.8,8,74,81,3.5,4.69
90073,Los Angeles Los Angeles County,34.0522561,-118.452087,Sep,1.28,21.4,8.3,72,74,3.3,4.03
90073,Los Angeles Los Angeles County,34.0522561,-118.452087,Oct,3.27,19.6,9.2,70,72,3.1,3.18
90073,Los Angeles Los Angeles County,34.0522561,-118.452087,Nov,28.12,16.6,10.1,67,68,3,2.47
90073,Los Angeles Los Angeles County,34.0522561,-118.452087,Dec,30.28,14,10.3,65,69,2.8,2.07
90075,Los Angeles Los Angeles County,34.059975,-118.3100196,Jan,48.46,13.9,10.2,65,70,2.9,2.21
90075,Los Angeles Los Angeles County,34.059975,-118.3100196,Feb,39.92,14.4,9.7,68,71,3.3,2.64
90075,Los Angeles Los Angeles County,34.059975,-118.3100196,Mar,35.2,14.7,8.8,70,71,3.7,3.17
90075,Los Angeles Los Angeles County,34.059975,-118.3100196,Apr,11.59,15.9,8.7,69,77,3.9,3.98
90075,Los Angeles Los Angeles County,34.059975,-118.3100196,May,0.6,17.3,7.7,72,65,3.9,4.12
90075,Los Angeles Los Angeles County,34.059975,-118.3100196,Jun,0.06,19.1,7.7,74,65,3.7,4.38
90075,Los Angeles Los Angeles County,34.059975,-118.3100196,Jul,0.01,21,8.2,74,80,3.6,4.91
90075,Los Angeles Los Angeles County,34.059975,-118.3100196,Aug,0.05,21.8,8,74,81,3.5,4.69
90075,Los Angeles Los Angeles County,34.059975,-118.3100196,Sep,1.28,21.4,8.3,72,74,3.3,4.03
90075,Los Angeles Los Angeles County,34.059975,-118.3100196,Oct,3.27,19.6,9.2,70,72,3.1,3.18
90075,Los Angeles Los Angeles County,34.059975,-118.3100196,Nov,28.12,16.6,10.1,67,68,3,2.47
90075,Los Angeles Los Angeles County,34.059975,-118.3100196,Dec,30.28,14,10.3,65,69,2.8,2.07
90076,Los Angeles Los Angeles County,34.0599809,-118.3099973,Jan,48.46,13.9,10.2,65,70,2.9,2.21
90076,Los Angeles Los Angeles County,34.0599809,-118.3099973,Feb,39.92,14.4,9.7,68,71,3.3,2.64
90076,Los Angeles Los Angeles County,34.0599809,-118.3099973,Mar,35.2,14.7,8.8,70,71,3.7,3.17
90076,Los Angeles Los Angeles County,34.0599809,-118.3099973,Apr,11.59,15.9,8.7,69,77,3.9,3.98
90076,Los Angeles Los Angeles County,34.0599809,-118.3099973,May,0.6,17.3,7.7,72,65,3.9,4.12
90076,Los Angeles Los Angeles County,34.0599809,-118.3099973,Jun,0.06,19.1,7.7,74,65,3.7,4.38
90076,Los Angeles Los Angeles County,34.0599809,-118.3099973,Jul,0.01,21,8.2,74,80,3.6,4.91
90076,Los Angeles Los Angeles County,34.0599809,-118.3099973,Aug,0.05,21.8,8,74,81,3.5,4.69
90076,Los Angeles Los Angeles County,34.0599809,-118.3099973,Sep,1.28,21.4,8.3,72,74,3.3,4.03
90076,Los Angeles Los Angeles County,34.0599809,-118.3099973,Oct,3.27,19.6,9.2,70,72,3.1,3.18
90076,Los Angeles Los Angeles County,34.0599809,-118.3099973,Nov,28.12,16.6,10.1,67,68,3,2.47
90076,Los Angeles Los Angeles County,34.0599809,-118.3099973,Dec,30.28,14,10.3,65,69,2.8,2.07
90077,Los Angeles Los Angeles County,34.1014861,-118.4571974,Jan,63.89,12,11.7,66,67,2.8,2
90077,Los Angeles Los Angeles County,34.1014861,-118.4571974,Feb,44.03,12.7,11.4,68,70,3.2,2.48
90077,Los Angeles Los Angeles County,34.1014861,-118.4571974,Mar,38.16,12.9,10.9,68,70,3.6,3.07
90077,Los Angeles Los Angeles County,34.1014861,-118.4571974,Apr,22.55,14.4,11.2,66,76,3.8,3.95
90077,Los Angeles Los Angeles County,34.1014861,-118.4571974,May,1.15,16.3,10.7,68,66,3.8,4.27
90077,Los Angeles Los Angeles County,34.1014861,-118.4571974,Jun,0.14,18.9,11.2,70,67,3.7,4.7
90077,Los Angeles Los Angeles County,34.1014861,-118.4571974,Jul,0.01,21.5,12.2,70,80,3.5,5.3
90077,Los Angeles Los Angeles County,34.1014861,-118.4571974,Aug,0.1,22,12,71,81,3.4,4.97
90077,Los Angeles Los Angeles County,34.1014861,-118.4571974,Sep,0.93,20.9,11.9,69,75,3.2,4.18
90077,Los Angeles Los Angeles County,34.1014861,-118.4571974,Oct,3.07,18.4,12.1,67,72,3,3.21
90077,Los Angeles Los Angeles County,34.1014861,-118.4571974,Nov,33.47,14.6,12,67,66,2.9,2.29
90077,Los Angeles Los Angeles County,34.1014861,-118.4571974,Dec,37.66,12,11.7,67,67,2.7,1.83
90078,Hollywood Los Angeles County,34.0993907,-118.3310632,Jan,58.7,13.4,11.1,65,68,2.9,2.17
90078,Hollywood Los Angeles County,34.0993907,-118.3310632,Feb,43.22,14.2,10.9,67,71,3.3,2.68
90078,Hollywood Los Angeles County,34.0993907,-118.3310632,Mar,36.99,14.5,10.3,68,71,3.7,3.27
90078,Hollywood Los Angeles County,34.0993907,-118.3310632,Apr,18.86,16,10.5,66,77,3.9,4.19
90078,Hollywood Los Angeles County,34.0993907,-118.3310632,May,0.93,17.6,9.8,68,66,3.8,4.43
90078,Hollywood Los Angeles County,34.0993907,-118.3310632,Jun,0.1,19.9,10.1,70,67,3.7,4.81
90078,Hollywood Los Angeles County,34.0993907,-118.3310632,Jul,0.01,22.3,11.1,70,81,3.6,5.43
90078,Hollywood Los Angeles County,34.0993907,-118.3310632,Aug,0.11,22.8,10.9,71,82,3.5,5.1
90078,Hollywood Los Angeles County,34.0993907,-118.3310632,Sep,1.09,22,10.8,69,75,3.3,4.32
90078,Hollywood Los Angeles County,34.0993907,-118.3310632,Oct,2.71,19.6,11.2,68,73,3,3.29
90078,Hollywood Los Angeles County,34.0993907,-118.3310632,Nov,30.39,16,11.3,66,68,2.9,2.44
90078,Hollywood Los Angeles County,34.0993907,-118.3310632,Dec,32.97,13.3,11.2,65,68,2.8,2.02
90078,Los Angeles Los Angeles County,34.0993907,-118.3310632,Jan,58.7,13.4,11.1,65,68,2.9,2.17
90078,Los Angeles Los Angeles County,34.0993907,-118.3310632,Feb,43.22,14.2,10.9,67,71,3.3,2.68
90078,Los Angeles Los Angeles County,34.0993907,-118.3310632,Mar,36.99,14.5,10.3,68,71,3.7,3.27
90078,Los Angeles Los Angeles County,34.0993907,-118.3310632,Apr,18.86,16,10.5,66,77,3.9,4.19
90078,Los Angeles Los Angeles County,34.0993907,-118.3310632,May,0.93,17.6,9.8,68,66,3.8,4.43
90078,Los Angeles Los Angeles County,34.0993907,-118.3310632,Jun,0.1,19.9,10.1,70,67,3.7,4.81
90078,Los Angeles Los Angeles County,34.0993907,-118.3310632,Jul,0.01,22.3,11.1,70,81,3.6,5.43
90078,Los Angeles Los Angeles County,34.0993907,-118.3310632,Aug,0.11,22.8,10.9,71,82,3.5,5.1
90078,Los Angeles Los Angeles County,34.0993907,-118.3310632,Sep,1.09,22,10.8,69,75,3.3,4.32
90078,Los Angeles Los Angeles County,34.0993907,-118.3310632,Oct,2.71,19.6,11.2,68,73,3,3.29
90078,Los Angeles Los Angeles County,34.0993907,-118.3310632,Nov,30.39,16,11.3,66,68,2.9,2.44
90078,Los Angeles Los Angeles County,34.0993907,-118.3310632,Dec,32.97,13.3,11.2,65,68,2.8,2.02
90079,Los Angeles Los Angeles County,34.0405313,-118.2554032,Jan,49.55,14,11,64,70,2.9,2.27
90079,Los Angeles Los Angeles County,34.0405313,-118.2554032,Feb,41.08,14.8,10.6,67,71,3.3,2.74
90079,Los Angeles Los Angeles County,34.0405313,-118.2554032,Mar,37.38,15.2,9.7,69,71,3.7,3.29
90079,Los Angeles Los Angeles County,34.0405313,-118.2554032,Apr,13.68,16.7,9.9,67,77,3.9,4.22
90079,Los Angeles Los Angeles County,34.0405313,-118.2554032,May,0.8,18.1,8.7,70,65,3.8,4.35
90079,Los Angeles Los Angeles County,34.0405313,-118.2554032,Jun,0.07,20.1,8.8,71,65,3.7,4.71
90079,Los Angeles Los Angeles County,34.0405313,-118.2554032,Jul,0.01,22.4,9.8,71,81,3.6,5.35
90079,Los Angeles Los Angeles County,34.0405313,-118.2554032,Aug,0.06,23.1,9.6,72,82,3.5,5.05
90079,Los Angeles Los Angeles County,34.0405313,-118.2554032,Sep,1.41,22.4,9.7,70,75,3.3,4.3
90079,Los Angeles Los Angeles County,34.0405313,-118.2554032,Oct,2.79,20.3,10.4,69,72,3.1,3.33
90079,Los Angeles Los Angeles County,34.0405313,-118.2554032,Nov,28.31,16.8,10.9,66,69,3,2.55
90079,Los Angeles Los Angeles County,34.0405313,-118.2554032,Dec,29.81,14.1,11.1,65,70,2.8,2.09
90080,Los Angeles Los Angeles County,33.95,-118.38,Jan,48.46,13.9,10.2,65,70,2.9,2.21
90080,Los Angeles Los Angeles County,33.95,-118.38,Feb,39.92,14.4,9.7,68,71,3.3,2.64
90080,Los Angeles Los Angeles County,33.95,-118.38,Mar,35.2,14.7,8.8,70,71,3.7,3.17
90080,Los Angeles Los Angeles County,33.95,-118.38,Apr,11.59,15.9,8.7,69,77,3.9,3.98
90080,Los Angeles Los Angeles County,33.95,-118.38,May,0.6,17.3,7.7,72,65,3.9,4.12
90080,Los Angeles Los Angeles County,33.95,-118.38,Jun,0.06,19.1,7.7,74,65,3.7,4.38
90080,Los Angeles Los Angeles County,33.95,-118.38,Jul,0.01,21,8.2,74,80,3.6,4.91
90080,Los Angeles Los Angeles County,33.95,-118.38,Aug,0.05,21.8,8,74,81,3.5,4.69
90080,Los Angeles Los Angeles County,33.95,-118.38,Sep,1.28,21.4,8.3,72,74,3.3,4.03
90080,Los Angeles Los Angeles County,33.95,-118.38,Oct,3.27,19.6,9.2,70,72,3.1,3.18
90080,Los Angeles Los Angeles County,33.95,-118.38,Nov,28.12,16.6,10.1,67,68,3,2.47
90080,Los Angeles Los Angeles County,33.95,-118.38,Dec,30.28,14,10.3,65,69,2.8,2.07
90081,Los Angeles Los Angeles County,34.052984,-118.2511908,Jan,49.55,14,11,64,70,2.9,2.27
90081,Los Angeles Los Angeles County,34.052984,-118.2511908,Feb,41.08,14.8,10.6,67,71,3.3,2.74
90081,Los Angeles Los Angeles County,34.052984,-118.2511908,Mar,37.38,15.2,9.7,69,71,3.7,3.29
90081,Los Angeles Los Angeles County,34.052984,-118.2511908,Apr,13.68,16.7,9.9,67,77,3.9,4.22
90081,Los Angeles Los Angeles County,34.052984,-118.2511908,May,0.8,18.1,8.7,70,65,3.8,4.35
90081,Los Angeles Los Angeles County,34.052984,-118.2511908,Jun,0.07,20.1,8.8,71,65,3.7,4.71
90081,Los Angeles Los Angeles County,34.052984,-118.2511908,Jul,0.01,22.4,9.8,71,81,3.6,5.35
90081,Los Angeles Los Angeles County,34.052984,-118.2511908,Aug,0.06,23.1,9.6,72,82,3.5,5.05
90081,Los Angeles Los Angeles County,34.052984,-118.2511908,Sep,1.41,22.4,9.7,70,75,3.3,4.3
90081,Los Angeles Los Angeles County,34.052984,-118.2511908,Oct,2.79,20.3,10.4,69,72,3.1,3.33
90081,Los Angeles Los Angeles County,34.052984,-118.2511908,Nov,28.31,16.8,10.9,66,69,3,2.55
90081,Los Angeles Los Angeles County,34.052984,-118.2511908,Dec,29.81,14.1,11.1,65,70,2.8,2.09
90082,Los Angeles Los Angeles County,33.9999897,-118.2798042,Jan,48.46,13.9,10.2,65,70,2.9,2.21
90082,Los Angeles Los Angeles County,33.9999897,-118.2798042,Feb,39.92,14.4,9.7,68,71,3.3,2.64
90082,Los Angeles Los Angeles County,33.9999897,-118.2798042,Mar,35.2,14.7,8.8,70,71,3.7,3.17
90082,Los Angeles Los Angeles County,33.9999897,-118.2798042,Apr,11.59,15.9,8.7,69,77,3.9,3.98
90082,Los Angeles Los Angeles County,33.9999897,-118.2798042,May,0.6,17.3,7.7,72,65,3.9,4.12
90082,Los Angeles Los Angeles County,33.9999897,-118.2798042,Jun,0.06,19.1,7.7,74,65,3.7,4.38
90082,Los Angeles Los Angeles County,33.9999897,-118.2798042,Jul,0.01,21,8.2,74,80,3.6,4.91
90082,Los Angeles Los Angeles County,33.9999897,-118.2798042,Aug,0.05,21.8,8,74,81,3.5,4.69
90082,Los Angeles Los Angeles County,33.9999897,-118.2798042,Sep,1.28,21.4,8.3,72,74,3.3,4.03
90082,Los Angeles Los Angeles County,33.9999897,-118.2798042,Oct,3.27,19.6,9.2,70,72,3.1,3.18
90082,Los Angeles Los Angeles County,33.9999897,-118.2798042,Nov,28.12,16.6,10.1,67,68,3,2.47
90082,Los Angeles Los Angeles County,33.9999897,-118.2798042,Dec,30.28,14,10.3,65,69,2.8,2.07
90083,Los Angeles Los Angeles County,33.95,-118.4,Jan,48.46,13.9,10.2,65,70,2.9,2.21
90083,Los Angeles Los Angeles County,33.95,-118.4,Feb,39.92,14.4,9.7,68,71,3.3,2.64
90083,Los Angeles Los Angeles County,33.95,-118.4,Mar,35.2,14.7,8.8,70,71,3.7,3.17
90083,Los Angeles Los Angeles County,33.95,-118.4,Apr,11.59,15.9,8.7,69,77,3.9,3.98
90083,Los Angeles Los Angeles County,33.95,-118.4,May,0.6,17.3,7.7,72,65,3.9,4.12
90083,Los Angeles Los Angeles County,33.95,-118.4,Jun,0.06,19.1,7.7,74,65,3.7,4.38
90083,Los Angeles Los Angeles County,33.95,-118.4,Jul,0.01,21,8.2,74,80,3.6,4.91
90083,Los Angeles Los Angeles County,33.95,-118.4,Aug,0.05,21.8,8,74,81,3.5,4.69
90083,Los Angeles Los Angeles County,33.95,-118.4,Sep,1.28,21.4,8.3,72,74,3.3,4.03
90083,Los Angeles Los Angeles County,33.95,-118.4,Oct,3.27,19.6,9.2,70,72,3.1,3.18
90083,Los Angeles Los Angeles County,33.95,-118.4,Nov,28.12,16.6,10.1,67,68,3,2.47
90083,Los Angeles Los Angeles County,33.95,-118.4,Dec,30.28,14,10.3,65,69,2.8,2.07
90086,Los Angeles Los Angeles County,34.06,-118.24,Jan,49.55,14,11,64,70,2.9,2.27
90086,Los Angeles Los Angeles County,34.06,-118.24,Feb,41.08,14.8,10.6,67,71,3.3,2.74
90086,Los Angeles Los Angeles County,34.06,-118.24,Mar,37.38,15.2,9.7,69,71,3.7,3.29
90086,Los Angeles Los Angeles County,34.06,-118.24,Apr,13.68,16.7,9.9,67,77,3.9,4.22
